peak_hour,types_of_junction,area_accident_occured,lanes_or_medians,weather_conditions,day_of_week,age_band_of_driver,type_of_vehicle,incident_count
off_peak,no_junction,service,two_way,no_rain,wednesday,unknown,lorry,1.1
off_peak,no_junction,service,two_way,rain,friday,18-30,lorry,1.0
off_peak,no_junction,service,two_way,rain,friday,31-50,bus,1.0
off_peak,no_junction,service,two_way,rain,monday,18-30,car,4.1
off_peak,no_junction,service,two_way,rain,monday,31-50,car,1.0
off_peak,no_junction,service,two_way,rain,monday,31-50,lorry,1.0
off_peak,no_junction,service,two_way,rain,monday,unknown,bus,1.0
off_peak,no_junction,service,two_way,rain,saturday,18-30,car,2.0
off_peak,no_junction,service,two_way,rain,saturday,18-30,other,1.0
off_peak,no_junction,service,two_way,rain,saturday,31-50,lorry,1.0
off_peak,no_junction,service,two_way,rain,saturday,>51,car,1.0
off_peak,no_junction,service,two_way,rain,sunday,18-30,bus,0.0
off_peak,no_junction,service,two_way,rain,sunday,18-30,car,1.0
off_peak,no_junction,service,two_way,rain,sunday,18-30,lorry,1.0
off_peak,no_junction,service,two_way,rain,sunday,18-30,other,1.0
off_peak,no_junction,service,two_way,rain,sunday,31-50,car,2.1
off_peak,no_junction,service,two_way,rain,sunday,31-50,lorry,1.0
off_peak,no_junction,service,two_way,rain,sunday,31-50,other,1.0
off_peak,no_junction,service,two_way,rain,thursday,31-50,bus,2.2
off_peak,no_junction,service,two_way,rain,thursday,31-50,lorry,1.1
off_peak,no_junction,service,two_way,rain,tuesday,18-30,lorry,1.0
off_peak,no_junction,service,two_way,rain,tuesday,18-30,motorcycle,1.1
off_peak,no_junction,service,two_way,rain,tuesday,18-30,other,1.0
off_peak,no_junction,service,two_way,rain,tuesday,31-50,other,1.0
off_peak,no_junction,service,two_way,rain,tuesday,unknown,other,1.0
off_peak,no_junction,service,two_way,rain,wednesday,18-30,car,1.0
off_peak,no_junction,service,two_way,rain,wednesday,31-50,lorry,1.0
off_peak,no_junction,service,two_way,rain,wednesday,>51,car,2.0
off_peak,no_junction,service,unknown,no_rain,monday,18-30,other,1.0
off_peak,no_junction,service,unknown,no_rain,monday,unknown,lorry,1.0
off_peak,no_junction,service,unknown,no_rain,saturday,18-30,car,2.0
off_peak,no_junction,service,unknown,no_rain,saturday,31-50,bus,1.0
off_peak,no_junction,service,unknown,no_rain,saturday,31-50,lorry,1.0
off_peak,no_junction,service,unknown,no_rain,sunday,unknown,car,1.0
off_peak,no_junction,service,unknown,no_rain,sunday,unknown,lorry,2.0
off_peak,no_junction,service,unknown,no_rain,thursday,>51,bus,1.1
off_peak,no_junction,service,unknown,rain,monday,18-30,lorry,2.0
off_peak,no_junction,service,unknown,rain,sunday,18-30,car,1.0
off_peak,no_junction,service,unknown,rain,sunday,>51,car,1.1
off_peak,no_junction,service,unknown,rain,tuesday,18-30,lorry,1.1
off_peak,no_junction,unknown,one_way,no_rain,friday,31-50,bus,1.0
off_peak,no_junction,unknown,one_way,no_rain,friday,>51,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,friday,unknown,bus,2.0
off_peak,no_junction,unknown,one_way,no_rain,friday,unknown,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,monday,18-30,lorry,1.0
off_peak,no_junction,unknown,one_way,no_rain,monday,31-50,bus,1.0
off_peak,no_junction,unknown,one_way,no_rain,monday,unknown,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,saturday,18-30,bus,1.0
off_peak,no_junction,unknown,one_way,no_rain,saturday,18-30,car,2.1
off_peak,no_junction,unknown,one_way,no_rain,saturday,18-30,lorry,5.0
off_peak,no_junction,unknown,one_way,no_rain,saturday,18-30,other,1.1
off_peak,no_junction,unknown,one_way,no_rain,saturday,31-50,car,2.0
off_peak,no_junction,unknown,one_way,no_rain,saturday,31-50,lorry,2.0
off_peak,no_junction,unknown,one_way,no_rain,saturday,31-50,other,2.0
off_peak,no_junction,unknown,one_way,no_rain,saturday,unknown,motorcycle,1.0
off_peak,no_junction,unknown,one_way,no_rain,sunday,18-30,car,1.1
off_peak,no_junction,unknown,one_way,no_rain,sunday,18-30,lorry,1.1
off_peak,no_junction,unknown,one_way,no_rain,sunday,31-50,car,2.1
off_peak,no_junction,unknown,one_way,no_rain,sunday,31-50,lorry,1.0
off_peak,no_junction,unknown,one_way,no_rain,sunday,31-50,other,1.0
off_peak,no_junction,unknown,one_way,no_rain,sunday,>51,other,1.0
off_peak,no_junction,unknown,one_way,no_rain,sunday,unknown,bus,1.1
off_peak,no_junction,unknown,one_way,no_rain,sunday,unknown,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,thursday,18-30,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,thursday,31-50,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,thursday,unknown,other,1.0
off_peak,no_junction,unknown,one_way,no_rain,tuesday,18-30,other,2.0
off_peak,no_junction,unknown,one_way,no_rain,tuesday,31-50,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,tuesday,31-50,other,1.0
off_peak,no_junction,unknown,one_way,no_rain,tuesday,unknown,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,wednesday,18-30,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,wednesday,31-50,car,2.0
off_peak,no_junction,unknown,one_way,no_rain,wednesday,>51,car,1.0
off_peak,no_junction,unknown,one_way,no_rain,wednesday,unknown,bus,1.0
off_peak,no_junction,unknown,one_way,no_rain,wednesday,unknown,lorry,1.0
off_peak,no_junction,unknown,one_way,rain,friday,31-50,car,1.0
off_peak,no_junction,unknown,one_way,rain,saturday,18-30,other,1.0
off_peak,no_junction,unknown,one_way,rain,saturday,31-50,other,1.0
off_peak,no_junction,unknown,one_way,rain,saturday,unknown,lorry,2.0
off_peak,no_junction,unknown,one_way,rain,sunday,18-30,car,0.0
off_peak,no_junction,unknown,one_way,rain,sunday,31-50,bus,1.0
off_peak,no_junction,unknown,one_way,rain,sunday,31-50,car,1.0
off_peak,no_junction,unknown,one_way,rain,sunday,31-50,lorry,1.0
off_peak,no_junction,unknown,one_way,rain,tuesday,31-50,lorry,1.1
off_peak,no_junction,unknown,one_way,rain,wednesday,unknown,car,1.0
off_peak,no_junction,unknown,other,no_rain,friday,18-30,lorry,1.0
off_peak,no_junction,unknown,other,no_rain,friday,18-30,other,1.0
off_peak,no_junction,unknown,other,no_rain,friday,31-50,bus,1.1
off_peak,no_junction,unknown,other,no_rain,friday,31-50,car,2.0
off_peak,no_junction,unknown,other,no_rain,friday,>51,car,1.1
off_peak,no_junction,unknown,other,no_rain,friday,unknown,bus,1.0
off_peak,no_junction,unknown,other,no_rain,saturday,18-30,car,1.0
off_peak,no_junction,unknown,other,no_rain,saturday,18-30,lorry,1.0
off_peak,no_junction,unknown,other,no_rain,saturday,18-30,motorcycle,1.0
off_peak,no_junction,unknown,other,no_rain,saturday,18-30,other,1.0
off_peak,no_junction,unknown,other,no_rain,saturday,31-50,car,3.1
off_peak,no_junction,unknown,other,no_rain,saturday,31-50,lorry,1.0
off_peak,no_junction,unknown,other,no_rain,saturday,31-50,other,1.0
off_peak,no_junction,unknown,other,no_rain,saturday,unknown,car,1.0
off_peak,no_junction,unknown,other,no_rain,sunday,18-30,bus,1.0
off_peak,no_junction,unknown,other,no_rain,sunday,18-30,car,2.0
off_peak,no_junction,unknown,other,no_rain,sunday,18-30,lorry,1.1
off_peak,no_junction,unknown,other,no_rain,sunday,18-30,other,1.0
off_peak,no_junction,unknown,other,no_rain,sunday,31-50,bus,1.0
off_peak,no_junction,unknown,other,no_rain,sunday,31-50,car,1.0
off_peak,no_junction,unknown,other,no_rain,sunday,31-50,lorry,1.0
off_peak,no_junction,unknown,other,no_rain,sunday,31-50,other,1.0
off_peak,no_junction,unknown,other,no_rain,sunday,>51,bus,1.0
off_peak,no_junction,unknown,other,no_rain,sunday,unknown,bus,1.0
off_peak,no_junction,unknown,other,no_rain,thursday,18-30,car,2.2
off_peak,no_junction,unknown,other,no_rain,tuesday,unknown,car,1.0
off_peak,no_junction,unknown,other,no_rain,wednesday,unknown,bus,1.1
off_peak,no_junction,unknown,other,no_rain,wednesday,unknown,car,2.0
off_peak,no_junction,unknown,other,rain,saturday,18-30,bus,1.1
off_peak,no_junction,unknown,other,rain,sunday,18-30,car,1.0
off_peak,no_junction,unknown,other,rain,sunday,>51,bus,1.0
off_peak,no_junction,unknown,other,rain,sunday,>51,other,1.1
off_peak,no_junction,unknown,two_way,no_rain,friday,18-30,bus,1.1
off_peak,no_junction,unknown,two_way,no_rain,friday,18-30,car,4.1
off_peak,no_junction,unknown,two_way,no_rain,friday,18-30,lorry,4.0
off_peak,no_junction,unknown,two_way,no_rain,friday,31-50,car,3.0
off_peak,no_junction,unknown,two_way,no_rain,friday,31-50,lorry,3.0
off_peak,no_junction,unknown,two_way,no_rain,friday,31-50,motorcycle,1.0
off_peak,no_junction,unknown,two_way,no_rain,friday,31-50,other,2.0
off_peak,no_junction,unknown,two_way,no_rain,friday,>51,car,1.1
off_peak,no_junction,unknown,two_way,no_rain,friday,>51,lorry,2.0
off_peak,no_junction,unknown,two_way,no_rain,friday,unknown,bus,2.1
off_peak,no_junction,unknown,two_way,no_rain,friday,unknown,car,1.0
off_peak,no_junction,unknown,two_way,no_rain,friday,unknown,lorry,1.0
off_peak,no_junction,unknown,two_way,no_rain,friday,unknown,other,1.0
off_peak,no_junction,unknown,two_way,no_rain,monday,18-30,bus,2.0
off_peak,no_junction,unknown,two_way,no_rain,monday,18-30,car,3.1
off_peak,no_junction,unknown,two_way,no_rain,monday,18-30,lorry,1.0
off_peak,no_junction,unknown,two_way,no_rain,monday,18-30,other,1.0
off_peak,no_junction,unknown,two_way,no_rain,monday,31-50,bus,1.0
off_peak,no_junction,unknown,two_way,no_rain,monday,31-50,car,1.0
off_peak,no_junction,unknown,two_way,no_rain,monday,31-50,lorry,1.0
off_peak,no_junction,unknown,two_way,no_rain,monday,>51,lorry,1.0
off_peak,no_junction,unknown,two_way,no_rain,monday,unknown,car,1.1
off_peak,no_junction,unknown,two_way,no_rain,monday,unknown,other,1.1
off_peak,no_junction,unknown,two_way,no_rain,saturday,18-30,bus,1.1
off_peak,no_junction,unknown,two_way,no_rain,saturday,18-30,car,10.4
off_peak,no_junction,unknown,two_way,no_rain,saturday,18-30,lorry,9.3
off_peak,no_junction,unknown,two_way,no_rain,saturday,18-30,other,1.0
off_peak,no_junction,unknown,two_way,no_rain,saturday,31-50,bus,2.1
off_peak,no_junction,unknown,two_way,no_rain,saturday,31-50,car,2.0
off_peak,no_junction,unknown,two_way,no_rain,saturday,31-50,lorry,4.1
off_peak,no_junction,unknown,two_way,no_rain,saturday,31-50,other,2.0
off_peak,no_junction,unknown,two_way,no_rain,saturday,>51,bus,1.0
off_peak,no_junction,unknown,two_way,no_rain,saturday,>51,car,3.0
off_peak,no_junction,unknown,two_way,no_rain,saturday,>51,lorry,1.1
off_peak,no_junction,unknown,two_way,no_rain,saturday,>51,other,1.0
off_peak,no_junction,unknown,two_way,no_rain,saturday,unknown,car,4.0
off_peak,no_junction,unknown,two_way,no_rain,saturday,unknown,lorry,3.0
off_peak,no_junction,unknown,two_way,no_rain,saturday,unknown,motorcycle,1.0
off_peak,no_junction,unknown,two_way,no_rain,saturday,unknown,other,1.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,18-30,bus,4.1
off_peak,no_junction,unknown,two_way,no_rain,sunday,18-30,car,6.2
off_peak,no_junction,unknown,two_way,no_rain,sunday,18-30,lorry,3.1
off_peak,no_junction,unknown,two_way,no_rain,sunday,18-30,other,5.1
off_peak,no_junction,unknown,two_way,no_rain,sunday,31-50,bus,4.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,31-50,car,7.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,31-50,lorry,8.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,31-50,other,2.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,>51,bus,1.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,>51,car,1.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,>51,lorry,2.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,>51,other,1.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,unknown,bus,2.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,unknown,car,6.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,unknown,lorry,2.0
off_peak,no_junction,unknown,two_way,no_rain,sunday,unknown,other,3.0
off_peak,no_junction,unknown,two_way,no_rain,thursday,18-30,bus,2.0
off_peak,no_junction,unknown,two_way,no_rain,thursday,18-30,car,5.0
off_peak,no_junction,unknown,two_way,no_rain,thursday,18-30,lorry,7.1
off_peak,no_junction,unknown,two_way,no_rain,thursday,31-50,car,4.0
off_peak,no_junction,unknown,two_way,no_rain,thursday,31-50,lorry,2.0
off_peak,no_junction,unknown,two_way,no_rain,thursday,unknown,bus,3.1
off_peak,no_junction,unknown,two_way,no_rain,thursday,unknown,car,2.0
off_peak,no_junction,unknown,two_way,no_rain,thursday,unknown,lorry,2.1
off_peak,no_junction,unknown,two_way,no_rain,tuesday,18-30,bus,2.1
off_peak,no_junction,unknown,two_way,no_rain,tuesday,18-30,car,1.0
off_peak,no_junction,unknown,two_way,no_rain,tuesday,18-30,lorry,1.0
off_peak,no_junction,unknown,two_way,no_rain,tuesday,18-30,other,1.0
off_peak,no_junction,unknown,two_way,no_rain,tuesday,31-50,bus,1.0
off_peak,no_junction,unknown,two_way,no_rain,tuesday,31-50,car,3.2
off_peak,no_junction,unknown,two_way,no_rain,tuesday,31-50,lorry,4.1
off_peak,no_junction,unknown,two_way,no_rain,tuesday,>51,car,2.1
off_peak,no_junction,unknown,two_way,no_rain,tuesday,>51,lorry,1.0
off_peak,no_junction,unknown,two_way,no_rain,tuesday,unknown,car,3.0
off_peak,no_junction,unknown,two_way,no_rain,wednesday,18-30,car,3.1
off_peak,no_junction,unknown,two_way,no_rain,wednesday,18-30,lorry,5.300000000000001
off_peak,no_junction,unknown,two_way,no_rain,wednesday,31-50,bus,1.0
off_peak,no_junction,unknown,two_way,no_rain,wednesday,31-50,car,5.2
off_peak,no_junction,unknown,two_way,no_rain,wednesday,31-50,lorry,1.1
off_peak,no_junction,unknown,two_way,no_rain,wednesday,31-50,other,1.0
off_peak,no_junction,unknown,two_way,no_rain,wednesday,>51,bus,1.0
off_peak,no_junction,unknown,two_way,no_rain,wednesday,>51,lorry,1.1
off_peak,no_junction,unknown,two_way,no_rain,wednesday,unknown,bus,1.0
off_peak,no_junction,unknown,two_way,no_rain,wednesday,unknown,lorry,1.0
off_peak,no_junction,unknown,two_way,no_rain,wednesday,unknown,other,2.1
off_peak,no_junction,unknown,two_way,rain,friday,31-50,other,1.0
off_peak,no_junction,unknown,two_way,rain,monday,18-30,lorry,1.0
off_peak,no_junction,unknown,two_way,rain,monday,18-30,other,1.0
off_peak,no_junction,unknown,two_way,rain,monday,unknown,car,1.0
off_peak,no_junction,unknown,two_way,rain,monday,unknown,lorry,1.0
off_peak,no_junction,unknown,two_way,rain,saturday,18-30,bus,1.1
off_peak,no_junction,unknown,two_way,rain,saturday,18-30,lorry,2.0
off_peak,no_junction,unknown,two_way,rain,saturday,31-50,car,2.1
off_peak,no_junction,unknown,two_way,rain,saturday,>51,lorry,1.0
off_peak,no_junction,unknown,two_way,rain,saturday,unknown,lorry,1.0
off_peak,no_junction,unknown,two_way,rain,sunday,18-30,other,1.0
off_peak,no_junction,unknown,two_way,rain,sunday,31-50,bus,1.0
off_peak,no_junction,unknown,two_way,rain,sunday,31-50,car,1.0
off_peak,no_junction,unknown,two_way,rain,sunday,31-50,lorry,1.0
off_peak,no_junction,unknown,two_way,rain,sunday,31-50,other,1.0
off_peak,no_junction,unknown,two_way,rain,sunday,>51,bus,1.0
off_peak,no_junction,unknown,two_way,rain,sunday,>51,car,1.1
off_peak,no_junction,unknown,two_way,rain,sunday,unknown,car,2.1
off_peak,no_junction,unknown,two_way,rain,thursday,18-30,car,1.1
off_peak,no_junction,unknown,two_way,rain,thursday,31-50,car,1.1
off_peak,no_junction,unknown,two_way,rain,thursday,>51,lorry,1.1
off_peak,no_junction,unknown,two_way,rain,tuesday,18-30,lorry,1.0
off_peak,no_junction,unknown,two_way,rain,tuesday,31-50,car,1.0
off_peak,no_junction,unknown,two_way,rain,tuesday,unknown,car,1.0
off_peak,no_junction,unknown,two_way,rain,wednesday,31-50,car,1.0
off_peak,no_junction,unknown,unknown,no_rain,sunday,>51,car,1.0
off_peak,no_junction,unknown,unknown,no_rain,wednesday,31-50,car,1.0
off_peak,o_shape,living_street,two_way,no_rain,monday,31-50,other,1.0
off_peak,o_shape,living_street,two_way,no_rain,saturday,31-50,lorry,1.0
off_peak,o_shape,living_street,two_way,no_rain,sunday,31-50,car,1.0
off_peak,o_shape,living_street,two_way,rain,tuesday,18-30,lorry,1.0
off_peak,o_shape,residential,one_way,no_rain,monday,31-50,car,1.0
off_peak,o_shape,residential,one_way,no_rain,saturday,31-50,lorry,1.0
off_peak,o_shape,residential,one_way,no_rain,thursday,18-30,lorry,1.0
off_peak,o_shape,residential,other,no_rain,saturday,18-30,lorry,1.0
off_peak,o_shape,residential,two_way,no_rain,friday,18-30,other,1.0
off_peak,o_shape,residential,two_way,no_rain,saturday,18-30,bus,1.1
off_peak,o_shape,residential,two_way,no_rain,saturday,31-50,car,1.0
off_peak,o_shape,residential,two_way,no_rain,saturday,>51,lorry,1.1
off_peak,o_shape,residential,two_way,no_rain,thursday,18-30,bus,1.0
off_peak,o_shape,residential,unknown,rain,tuesday,18-30,bus,1.0
off_peak,o_shape,service,other,no_rain,friday,unknown,lorry,1.0
off_peak,o_shape,service,two_way,no_rain,friday,18-30,car,1.0
off_peak,o_shape,service,two_way,no_rain,friday,18-30,lorry,1.0
off_peak,o_shape,service,two_way,no_rain,monday,31-50,car,1.0
off_peak,o_shape,service,two_way,no_rain,saturday,31-50,car,1.1
off_peak,o_shape,service,two_way,rain,friday,18-30,bus,1.0
off_peak,o_shape,service,two_way,rain,tuesday,18-30,car,1.0
off_peak,o_shape,service,unknown,no_rain,monday,31-50,lorry,1.0
off_peak,o_shape,unknown,one_way,no_rain,sunday,>51,car,1.0
off_peak,o_shape,unknown,two_way,no_rain,monday,18-30,car,1.0
off_peak,o_shape,unknown,two_way,no_rain,monday,>51,bus,1.0
off_peak,o_shape,unknown,two_way,no_rain,saturday,18-30,car,1.1
off_peak,o_shape,unknown,two_way,no_rain,saturday,31-50,lorry,1.1
off_peak,o_shape,unknown,two_way,no_rain,sunday,18-30,bus,1.0
off_peak,o_shape,unknown,two_way,no_rain,sunday,>51,car,1.0
off_peak,o_shape,unknown,two_way,no_rain,thursday,18-30,car,1.0
off_peak,o_shape,unknown,two_way,rain,friday,unknown,bus,1.0
off_peak,o_shape,unknown,two_way,rain,monday,18-30,car,1.1
off_peak,o_shape,unknown,two_way,rain,tuesday,18-30,other,1.0
off_peak,o_shape,unknown,unknown,no_rain,sunday,18-30,car,1.0
off_peak,other,living_street,one_way,no_rain,saturday,unknown,other,1.0
off_peak,other,living_street,one_way,no_rain,sunday,18-30,bus,1.0
off_peak,other,living_street,one_way,no_rain,thursday,31-50,bus,1.1
off_peak,other,living_street,other,no_rain,friday,31-50,car,1.0
off_peak,other,living_street,other,no_rain,tuesday,18-30,car,1.1
off_peak,other,living_street,two_way,no_rain,friday,31-50,car,1.1
off_peak,other,living_street,two_way,no_rain,thursday,31-50,car,1.1
off_peak,other,residential,one_way,no_rain,thursday,unknown,other,1.0
off_peak,other,residential,one_way,no_rain,tuesday,18-30,lorry,1.1
off_peak,other,residential,one_way,no_rain,wednesday,18-30,lorry,0.0
off_peak,other,residential,other,no_rain,monday,31-50,lorry,1.0
off_peak,other,residential,two_way,no_rain,friday,18-30,lorry,1.1
off_peak,other,residential,two_way,no_rain,friday,18-30,other,1.0
off_peak,other,residential,two_way,no_rain,saturday,18-30,car,1.0
off_peak,other,residential,two_way,no_rain,saturday,31-50,bus,1.0
off_peak,other,residential,two_way,no_rain,saturday,unknown,car,1.0
off_peak,other,residential,two_way,no_rain,sunday,18-30,car,1.0
off_peak,other,residential,two_way,no_rain,sunday,18-30,lorry,1.0
off_peak,other,residential,two_way,no_rain,thursday,18-30,lorry,1.0
off_peak,other,residential,two_way,no_rain,tuesday,18-30,lorry,1.1
off_peak,other,residential,two_way,no_rain,wednesday,18-30,lorry,1.0
off_peak,other,residential,two_way,rain,sunday,18-30,other,1.0
off_peak,other,residential,two_way,rain,thursday,31-50,lorry,1.1
off_peak,other,service,one_way,no_rain,sunday,18-30,car,1.0
off_peak,other,service,one_way,no_rain,sunday,18-30,lorry,1.0
off_peak,other,service,one_way,no_rain,thursday,31-50,car,1.0
off_peak,other,service,one_way,no_rain,wednesday,31-50,car,1.0
off_peak,other,service,other,no_rain,friday,31-50,lorry,1.1
off_peak,other,service,other,no_rain,thursday,18-30,bus,1.0
off_peak,other,service,two_way,no_rain,friday,31-50,lorry,1.0
off_peak,other,service,two_way,no_rain,monday,>51,lorry,1.0
off_peak,other,service,two_way,no_rain,saturday,18-30,other,1.0
off_peak,other,service,two_way,no_rain,saturday,>51,bus,1.0
off_peak,other,service,two_way,no_rain,saturday,unknown,bus,1.0
off_peak,other,service,two_way,no_rain,saturday,unknown,lorry,1.0
off_peak,other,service,two_way,no_rain,sunday,18-30,bus,1.0
off_peak,other,service,two_way,no_rain,sunday,18-30,car,1.0
off_peak,other,service,two_way,no_rain,sunday,31-50,other,1.0
off_peak,other,service,two_way,no_rain,thursday,18-30,bus,1.0
off_peak,other,service,two_way,no_rain,thursday,18-30,car,1.0
off_peak,other,service,two_way,no_rain,thursday,31-50,car,1.0
off_peak,other,service,two_way,no_rain,tuesday,18-30,lorry,2.1
off_peak,other,service,two_way,no_rain,tuesday,unknown,other,1.0
off_peak,other,service,unknown,no_rain,friday,31-50,car,1.0
off_peak,other,service,unknown,no_rain,wednesday,>51,lorry,0.0
off_peak,other,unknown,one_way,no_rain,friday,31-50,bus,1.1
off_peak,other,unknown,one_way,no_rain,monday,18-30,bus,1.0
off_peak,other,unknown,one_way,no_rain,thursday,18-30,car,1.1
off_peak,other,unknown,one_way,no_rain,tuesday,31-50,car,1.0
off_peak,other,unknown,one_way,no_rain,wednesday,31-50,car,1.0
off_peak,other,unknown,other,no_rain,thursday,31-50,lorry,1.0
off_peak,other,unknown,other,no_rain,wednesday,31-50,lorry,1.0
off_peak,other,unknown,other,no_rain,wednesday,unknown,lorry,1.0
off_peak,other,unknown,other,rain,friday,18-30,motorcycle,1.1
off_peak,other,unknown,two_way,no_rain,friday,>51,other,1.0
off_peak,other,unknown,two_way,no_rain,friday,unknown,bus,1.0
off_peak,other,unknown,two_way,no_rain,monday,unknown,bus,1.0
off_peak,other,unknown,two_way,no_rain,saturday,18-30,car,2.0
off_peak,other,unknown,two_way,no_rain,saturday,18-30,other,1.0
off_peak,other,unknown,two_way,no_rain,saturday,31-50,car,1.0
off_peak,other,unknown,two_way,no_rain,saturday,>51,lorry,1.0
off_peak,other,unknown,two_way,no_rain,saturday,unknown,car,3.0
off_peak,other,unknown,two_way,no_rain,sunday,18-30,car,2.0
off_peak,other,unknown,two_way,no_rain,thursday,18-30,lorry,1.0
off_peak,other,unknown,two_way,no_rain,thursday,31-50,car,2.0
off_peak,other,unknown,two_way,no_rain,thursday,>51,other,1.0
off_peak,other,unknown,two_way,no_rain,thursday,unknown,car,1.1
off_peak,other,unknown,two_way,no_rain,tuesday,18-30,car,1.0
off_peak,other,unknown,two_way,no_rain,tuesday,31-50,bus,1.0
off_peak,other,unknown,two_way,no_rain,tuesday,31-50,other,1.0
off_peak,other,unknown,two_way,no_rain,wednesday,18-30,car,1.0
off_peak,other,unknown,two_way,rain,sunday,31-50,other,1.0
off_peak,t_shape,living_street,two_way,rain,wednesday,18-30,bus,1.0
off_peak,t_shape,residential,one_way,no_rain,saturday,18-30,bus,1.0
off_peak,t_shape,residential,two_way,no_rain,saturday,31-50,lorry,1.0
off_peak,t_shape,residential,two_way,no_rain,sunday,31-50,other,1.0
off_peak,t_shape,residential,unknown,no_rain,sunday,31-50,lorry,1.0
off_peak,t_shape,service,two_way,no_rain,tuesday,31-50,lorry,1.0
off_peak,t_shape,unknown,two_way,no_rain,sunday,31-50,car,1.0
off_peak,t_shape,unknown,two_way,no_rain,sunday,31-50,lorry,1.0
off_peak,t_shape,unknown,two_way,no_rain,tuesday,31-50,lorry,1.0
off_peak,t_shape,unknown,unknown,no_rain,sunday,31-50,other,1.1
off_peak,unknown,living_street,two_way,no_rain,friday,18-30,lorry,1.0
off_peak,unknown,living_street,two_way,no_rain,tuesday,18-30,car,1.0
off_peak,unknown,living_street,two_way,no_rain,tuesday,18-30,other,1.0
off_peak,unknown,residential,one_way,no_rain,thursday,31-50,motorcycle,1.0
off_peak,unknown,residential,one_way,rain,wednesday,31-50,car,1.0
off_peak,unknown,residential,two_way,no_rain,friday,18-30,car,1.0
off_peak,unknown,residential,two_way,no_rain,friday,31-50,car,1.0
off_peak,unknown,residential,two_way,no_rain,friday,unknown,other,1.0
off_peak,unknown,residential,two_way,no_rain,saturday,>51,motorcycle,1.0
off_peak,unknown,residential,two_way,no_rain,sunday,18-30,lorry,1.1
off_peak,unknown,residential,two_way,no_rain,sunday,>51,lorry,1.0
off_peak,unknown,residential,two_way,no_rain,wednesday,18-30,bus,1.0
off_peak,unknown,residential,two_way,no_rain,wednesday,18-30,lorry,1.0
off_peak,unknown,service,one_way,no_rain,friday,31-50,car,1.0
off_peak,unknown,service,one_way,no_rain,friday,>51,motorcycle,1.0
off_peak,unknown,service,one_way,rain,wednesday,>51,car,1.0
off_peak,unknown,service,two_way,no_rain,friday,>51,other,1.0
off_peak,unknown,service,two_way,no_rain,monday,18-30,car,1.0
off_peak,unknown,service,two_way,no_rain,saturday,18-30,car,1.0
off_peak,unknown,service,two_way,no_rain,saturday,>51,bus,1.0
off_peak,unknown,service,two_way,no_rain,sunday,>51,lorry,1.0
off_peak,unknown,service,two_way,rain,saturday,18-30,lorry,1.0
off_peak,unknown,service,unknown,no_rain,saturday,31-50,car,1.0
off_peak,unknown,unknown,one_way,no_rain,monday,unknown,other,1.0
off_peak,unknown,unknown,two_way,no_rain,friday,18-30,other,1.0
off_peak,unknown,unknown,two_way,no_rain,monday,18-30,car,1.0
off_peak,unknown,unknown,two_way,no_rain,monday,18-30,lorry,1.0
off_peak,unknown,unknown,two_way,no_rain,saturday,18-30,lorry,1.0
off_peak,unknown,unknown,two_way,no_rain,saturday,31-50,lorry,1.0
off_peak,unknown,unknown,two_way,no_rain,saturday,31-50,other,1.0
off_peak,unknown,unknown,two_way,no_rain,sunday,18-30,car,1.0
off_peak,unknown,unknown,two_way,no_rain,sunday,>51,car,1.0
off_peak,unknown,unknown,two_way,no_rain,wednesday,31-50,lorry,1.0
off_peak,unknown,unknown,two_way,rain,saturday,unknown,other,1.0
off_peak,unknown,unknown,two_way,rain,tuesday,31-50,car,1.1
off_peak,y_shape,living_street,one_way,no_rain,saturday,31-50,bus,1.0
off_peak,y_shape,living_street,one_way,no_rain,saturday,31-50,car,2.0
off_peak,y_shape,living_street,one_way,no_rain,saturday,unknown,other,1.0
off_peak,y_shape,living_street,one_way,no_rain,sunday,31-50,car,1.0
off_peak,y_shape,living_street,one_way,no_rain,tuesday,>51,lorry,1.0
off_peak,y_shape,living_street,one_way,rain,thursday,18-30,other,1.0
off_peak,y_shape,living_street,other,no_rain,friday,18-30,other,1.0
off_peak,y_shape,living_street,other,no_rain,friday,31-50,bus,1.0
off_peak,y_shape,living_street,other,no_rain,friday,31-50,car,1.0
off_peak,y_shape,living_street,other,no_rain,friday,31-50,other,1.0
